Date,Open,High,Low,Close,Volume
2020-02-15 01:09:00.,-31,90,-68,44,135
2020-02-15 01:10:00.,-49,90,-68,39,132.5
2020-02-15 01:11:00.,-53,90,-69,38,133
2020-02-15 01:12:00.,-49,90,-70,40,135
2020-02-15 01:13:00.,-53,90,-72,38,136
2020-02-15 01:14:00.,-30,93,-68,46,137.5
2020-02-15 01:15:00.,-54,90,-72,37,135.5
2020-02-15 01:16:00.,-54,89,-73,35,135
2020-02-15 01:17:00.,-54,90,-72,36,135
2020-02-15 01:18:00.,-54,89,-72,35,134
2020-02-15 01:19:00.,-53,90,-72,34,134
2020-02-15 01:20:00.,-54,90,-72,35,134.5
2020-02-15 01:21:00.,-57,88,-72,43,137.5
2020-02-15 01:22:00.,-53,89,-73,36,135.5
2020-02-15 01:23:00.,-52,90,-72,35,134.5
2020-02-15 01:24:00.,-50,90,-71,37,134.5
2020-02-15 01:25:00.,-52,90,-73,34,135
2020-02-15 01:26:00.,-50,90,-72,38,136
2020-02-15 01:27:00.,-51,90,-72,37,135.5
2020-02-15 01:28:00.,-53,89,24,35,38
2020-02-15 01:29:00.,-55,88,23,37,39.5
2020-02-15 01:30:00.,-55,87,23,36,38.5
2020-02-15 01:31:00.,-54,87,23,36,38.5
2020-02-15 01:32:00.,-51,87,-67,34,127.5
2020-02-15 01:33:00.,-52,88,-68,34,129
2020-02-15 01:34:00.,-50,89,-68,38,131.5
2020-02-15 01:35:00.,-52,87,-71,32,130.5
2020-02-15 01:36:00.,-50,87,-71,35,132
2020-02-15 01:37:00.,-51,87,-71,32,130.5
2020-02-15 01:38:00.,-48,89,-70,38,133.5
2020-02-15 01:39:00.,-44,90,-64,45,131.5
2020-02-15 01:40:00.,-50,88,-69,38,132
2020-02-15 01:41:00.,-54,87,-71,35,132
2020-02-15 01:42:00.,-49,88,-70,37,132.5
2020-02-15 01:43:00.,-54,87,-71,35,132
2020-02-15 01:44:00.,-54,88,-60,34,121
2020-02-15 01:45:00.,-54,87,-72,36,133.5
2020-02-15 01:46:00.,-57,89,-68,45,135
2020-02-15 01:47:00.,-57,85,-69,33,128
2020-02-15 01:48:00.,-61,85,-67,40,129.5
2020-02-15 01:49:00.,-57,84,-70,30,127
2020-02-15 01:50:00.,-57,83,-72,30,128.5
2020-02-15 01:51:00.,-55,85,-70,29,127
2020-02-15 01:52:00.,-46,92,-61,40,127
2020-02-15 01:53:00.,-51,89,-65,36,127.5
2020-02-15 01:54:00.,-52,88,-67,34,128
2020-02-15 01:55:00.,-56,89,-66,22,121.5
2020-02-15 01:56:00.,-49,92,-62,42,129
2020-02-15 01:57:00.,-48,92,-62,39,127.5
2020-02-15 01:58:00.,-48,90,-63,40,128
2020-02-15 01:59:00.,-49,90,-64,38,128
2020-02-15 02:00:00.,-47,91,-63,42,129.5
2020-02-15 02:01:00.,-48,90,-63,40,128
2020-02-15 02:02:00.,-40,92,-63,44,131
2020-02-15 02:03:00.,-50,91,-63,40,128.5
2020-02-15 02:04:00.,-52,90,-65,38,129
2020-02-15 02:05:00.,-51,90,25,39,39.5
2020-02-15 02:06:00.,-51,89,26,39,38
2020-02-15 02:07:00.,-55,88,-64,40,128
2020-02-15 02:08:00.,-50,90,-72,36,135
2020-02-15 02:09:00.,-50,90,-64,37,127.5
2020-02-15 02:10:00.,-49,90,-60,37,123.5
2020-02-15 02:11:00.,-46,91,-62,42,128.5
2020-02-15 02:12:00.,-48,90,-65,37,128.5
2020-02-15 02:13:00.,-47,91,-63,41,129
2020-02-15 02:14:00.,-52,90,-64,39,128.5
2020-02-15 02:15:00.,-46,91,-63,42,129.5
2020-02-15 02:16:00.,-54,89,-67,43,133
2020-02-15 02:17:00.,13,91,-65,38,129.5
2020-02-15 02:18:00.,-50,90,-64,37,127.5
2020-02-15 02:19:00.,-46,92,-62,40,128
2020-02-15 02:20:00.,-48,91,-64,38,128.5
2020-02-15 02:21:00.,-47,92,-63,40,129
2020-02-15 02:22:00.,-47,92,-63,43,130.5
2020-02-15 02:23:00.,-57,90,-66,14,118
2020-02-15 02:24:00.,-49,91,-64,38,128.5
2020-02-15 02:25:00.,-48,91,-64,37,128
2020-02-15 02:26:00.,-31,96,-58,49,130.5
2020-02-15 02:27:00.,-49,91,-64,37,128
2020-02-15 02:28:00.,-46,92,-63,43,130.5
2020-02-15 02:29:00.,-48,91,-63,39,128
2020-02-15 02:30:00.,-47,91,-63,42,129.5
2020-02-15 02:31:00.,-47,91,-63,41,129
2020-02-15 02:32:00.,-50,91,-64,41,130
2020-02-15 02:33:00.,-51,90,-65,38,129
2020-02-15 02:34:00.,-51,90,-65,39,129.5
2020-02-15 02:35:00.,-52,90,-64,40,129
2020-02-15 02:36:00.,-51,90,-65,38,129
2020-02-15 02:37:00.,-51,90,-64,41,129.5
2020-02-15 02:38:00.,-51,90,-65,38,129
2020-02-15 02:39:00.,-50,90,-65,37,128.5
2020-02-15 02:40:00.,-52,90,-65,39,129.5
2020-02-15 02:41:00.,-50,90,-65,37,128.5
2020-02-15 02:42:00.,-51,90,-65,38,129
2020-02-15 02:43:00.,-55,90,-66,43,132.5
2020-02-15 02:44:00.,-50,90,-65,37,128.5
2020-02-15 02:45:00.,-51,91,-58,38,122.5
2020-02-15 02:46:00.,-49,90,-71,36,134
2020-02-15 02:47:00.,-47,90,-71,41,136.5
2020-02-15 02:48:00.,-50,91,-66,37,130
2020-02-15 02:49:00.,-48,91,-64,40,129.5
2020-02-15 02:50:00.,-48,91,-66,39,131
2020-02-15 02:51:00.,-49,91,-67,41,133
2020-02-15 02:52:00.,-47,91,-66,43,133
2020-02-15 02:53:00.,-52,90,-66,40,131
2020-02-15 02:54:00.,-47,91,-65,41,131
2020-02-15 02:55:00.,-26,96,-59,52,133
2020-02-15 02:56:00.,-51,90,-67,39,131.5
2020-02-15 02:57:00.,-52,90,-67,39,131.5
2020-02-15 02:58:00.,-51,90,-68,38,132
2020-02-15 02:59:00.,-51,90,-67,40,132
2020-02-15 03:00:00.,-51,90,-68,37,131.5
2020-02-15 03:01:00.,-51,90,-69,36,132
2020-02-15 03:02:00.,-52,90,-67,39,131.5
2020-02-15 03:03:00.,-50,90,-68,36,131
2020-02-15 03:04:00.,-50,90,-67,37,130.5
2020-02-15 03:05:00.,-51,90,-68,37,131.5
2020-02-15 03:06:00.,-49,90,-66,38,130
2020-02-15 03:07:00.,-50,90,-68,36,131
2020-02-15 03:08:00.,-49,90,-67,37,130.5
2020-02-15 03:09:00.,-49,90,-68,37,131.5
2020-02-15 03:10:00.,-47,91,-66,41,132
2020-02-15 03:11:00.,-35,95,-62,50,134.5
2020-02-15 03:12:00.,-47,91,-66,42,132.5
2020-02-15 03:13:00.,-52,90,-67,40,132
2020-02-15 03:14:00.,-47,91,-65,43,132
2020-02-15 03:15:00.,-52,90,-68,39,132.5
2020-02-15 03:16:00.,-47,90,-67,41,132.5
2020-02-15 03:17:00.,-52,90,-68,39,132.5
2020-02-15 03:18:00.,-50,90,-67,40,132
2020-02-15 03:19:00.,-52,90,-69,38,133
2020-02-15 03:20:00.,-52,90,-68,40,133
2020-02-15 03:21:00.,-52,90,-68,38,132
2020-02-15 03:22:00.,-52,90,-68,39,132.5
2020-02-15 03:23:00.,-56,88,-71,34,132
2020-02-15 03:24:00.,-49,90,-68,37,131.5
2020-02-15 03:25:00.,-50,90,-69,36,132
2020-02-15 03:26:00.,-48,90,-67,39,131.5
2020-02-15 03:27:00.,-51,90,-69,36,132
2020-02-15 03:28:00.,-49,91,-67,39,132
2020-02-15 03:29:00.,-50,90,-68,36,131
2020-02-15 03:30:00.,-57,88,-71,16,123
2020-02-15 03:31:00.,-49,90,-67,38,131
2020-02-15 03:32:00.,-48,91,28,45,40
2020-02-15 03:33:00.,-52,89,25,40,39.5
2020-02-15 03:34:00.,-52,89,25,40,39.5
2020-02-15 03:35:00.,-55,87,24,43,41
2020-02-15 03:36:00.,-50,90,-66,38,130
2020-02-15 03:37:00.,-49,90,-66,35,128.5
2020-02-15 03:38:00.,-48,90,-66,37,129.5
2020-02-15 03:39:00.,-50,89,-67,36,129.5
2020-02-15 03:40:00.,-48,90,-66,41,131.5
2020-02-15 03:41:00.,-49,89,-67,37,130
2020-02-15 03:42:00.,-48,90,-66,40,131
2020-02-15 03:43:00.,-52,89,-67,39,131
2020-02-15 03:44:00.,-48,90,-66,40,131
2020-02-15 03:45:00.,-50,89,-67,39,131
2020-02-15 03:46:00.,-52,89,-68,38,131.5
2020-02-15 03:47:00.,-50,90,-67,40,132
2020-02-15 03:48:00.,-52,89,-68,38,131.5
2020-02-15 03:49:00.,-55,87,-69,40,132.5
2020-02-15 03:50:00.,-52,89,-68,39,132
2020-02-15 03:51:00.,-51,89,-69,36,131.5
2020-02-15 03:52:00.,-52,88,-69,36,131
2020-02-15 03:53:00.,-50,89,-68,35,130
2020-02-15 03:54:01.,-56,87,-71,39,134
2020-02-15 03:55:00.,-49,90,-67,37,130.5
2020-02-15 03:56:00.,-51,89,-69,36,131.5
2020-02-15 03:57:00.,-48,88,25,41,39.5
2020-02-15 03:58:00.,-48,90,-45,41,110.5
2020-02-15 03:59:00.,-52,89,-71,39,135
2020-02-15 04:00:00.,-48,90,-70,41,135.5
2020-02-15 04:01:00.,-43,92,-66,48,136
2020-02-15 04:02:00.,-50,89,-67,40,131.5
2020-02-15 04:03:00.,-52,89,-69,38,132.5
2020-02-15 04:04:00.,-53,89,-68,39,132
2020-02-15 04:05:00.,-51,88,-69,35,130.5
2020-02-15 04:06:00.,-48,91,-66,46,134.5
2020-02-15 04:07:00.,-52,88,-70,35,131.5
2020-02-15 04:08:00.,-52,89,-69,37,132
2020-02-15 04:09:00.,-50,89,-69,36,131.5
2020-02-15 04:10:00.,-52,89,-70,35,132
2020-02-15 04:11:00.,-50,90,-68,36,131
2020-02-15 04:12:00.,-51,89,-69,36,131.5
2020-02-15 04:13:00.,-50,90,-69,35,131.5
2020-02-15 04:14:00.,-48,90,-68,40,133
2020-02-15 04:15:00.,-58,87,-72,17,124
2020-02-15 04:16:00.,-47,92,-61,43,128.5
2020-02-15 04:17:00.,-51,89,-76,39,140
2020-02-15 04:18:00.,-51,92,-65,42,132
2020-02-15 04:19:00.,-51,90,-67,40,132
2020-02-15 04:20:00.,-52,90,-70,37,133.5
2020-02-15 04:21:00.,-52,90,-70,38,134
2020-02-15 04:22:00.,-51,90,-71,36,134
2020-02-15 04:23:00.,-52,90,-70,37,133.5
2020-02-15 04:24:00.,-51,90,-70,37,133.5
2020-02-15 04:25:00.,-52,90,-70,38,134
2020-02-15 04:26:00.,-50,90,-70,36,133
2020-02-15 04:27:00.,-56,88,-72,37,134.5
2020-02-15 04:28:00.,-54,89,-70,35,132
2020-02-15 04:29:00.,-49,90,-69,38,133
2020-02-15 04:30:00.,-47,90,-68,41,133.5
2020-02-15 04:31:00.,-49,90,-69,37,132.5
2020-02-15 04:32:00.,-48,90,-69,41,134.5
2020-02-15 04:33:00.,-48,91,-68,39,133
2020-02-15 04:34:00.,-54,90,-71,26,129
2020-02-15 04:35:00.,-48,91,-68,41,134
2020-02-15 04:36:00.,-53,90,-70,39,134.5
2020-02-15 04:37:00.,-48,91,-68,42,134.5
2020-02-15 04:38:00.,-52,90,-69,40,134
2020-02-15 04:39:00.,-53,90,-69,39,133.5
2020-02-15 04:40:00.,-51,90,-70,37,133.5
2020-02-15 04:41:00.,-53,90,-69,39,133.5
2020-02-15 04:42:00.,-52,90,-70,37,133.5
2020-02-15 04:43:00.,-51,90,-70,36,133
2020-02-15 04:44:00.,-51,90,-70,37,133.5
2020-02-15 04:45:00.,-51,90,-69,36,132
2020-02-15 04:46:00.,-55,90,-69,41,134.5
2020-02-15 04:47:00.,-50,90,-69,37,132.5
2020-02-15 04:48:00.,-54,90,-70,22,126
2020-02-15 04:49:00.,-51,90,-70,35,132.5
2020-02-15 04:50:00.,-49,90,-69,37,132.5
2020-02-15 04:51:00.,-50,90,-69,36,132
2020-02-15 04:52:00.,-49,90,-69,40,134
2020-02-15 04:53:00.,-48,92,-64,44,132
2020-02-15 04:54:00.,-50,90,-68,38,132
2020-02-15 04:55:00.,-48,91,-68,41,134
2020-02-15 04:56:00.,-51,90,-69,40,134
2020-02-15 04:57:00.,-47,91,-68,41,134
2020-02-15 04:58:00.,-52,90,-70,40,135
2020-02-15 04:59:00.,-52,90,-70,39,134.5
2020-02-15 05:00:00.,-52,90,-69,41,134.5
2020-02-15 05:01:00.,-52,90,-70,37,133.5
2020-02-15 05:02:00.,-53,90,-70,39,134.5
2020-02-15 05:03:00.,-53,90,-71,36,134
2020-02-15 05:04:00.,-53,89,-72,34,133.5
2020-02-15 05:05:00.,-53,90,-71,37,134.5
2020-02-15 05:06:00.,-52,90,-70,36,133
2020-02-15 05:07:00.,-53,90,-71,37,134.5
2020-02-15 05:08:00.,-51,90,-70,36,133
2020-02-15 05:09:00.,-52,90,-71,36,134
2020-02-15 05:10:00.,-51,90,-70,36,133
2020-02-15 05:11:00.,-48,91,-69,42,135.5
2020-02-15 05:12:00.,-58,88,-75,23,130.5
2020-02-15 05:13:00.,-49,91,-68,42,134.5
2020-02-15 05:14:00.,-50,91,-69,38,133.5
2020-02-15 05:15:00.,-53,90,-70,40,135
2020-02-15 05:16:00.,-49,91,-69,39,134
2020-02-15 05:17:00.,-51,90,-69,41,134.5
2020-02-15 05:18:00.,-48,91,-68,42,134.5
2020-02-15 05:19:00.,-55,92,-68,47,137.5
2020-02-15 05:20:00.,-49,91,-64,41,130
2020-02-15 05:21:00.,-52,90,-74,39,138.5
2020-02-15 05:22:00.,-53,90,-72,37,135.5
2020-02-15 05:23:00.,-53,90,-67,39,131.5
2020-02-15 05:24:00.,-54,91,-64,49,134
2020-02-15 05:25:00.,-53,90,-68,39,132.5
2020-02-15 05:26:00.,-52,90,-69,38,133
2020-02-15 05:27:00.,-54,90,-68,39,132.5
2020-02-15 05:28:00.,-53,90,-68,37,131.5
2020-02-15 05:29:00.,-56,89,-71,36,133.5
2020-02-15 05:30:00.,-50,91,-67,37,131
2020-02-15 05:31:00.,-52,90,-69,36,132
2020-02-15 05:32:00.,-50,90,-68,37,131.5
2020-02-15 05:33:00.,-51,90,-69,39,133.5
2020-02-15 05:34:00.,-54,86,-72,32,131
2020-02-15 05:35:00.,-60,82,16,33,41.5
2020-02-15 05:36:00.,-54,87,22,39,41
2020-02-15 05:37:00.,-55,84,18,31,39.5
2020-02-15 05:38:00.,-61,81,15,30,40.5
2020-02-15 05:39:00.,-52,87,22,34,38.5
2020-02-15 05:40:00.,-37,101,39,68,45.5
2020-02-15 05:41:00.,-59,91,-38,39,103
2020-02-15 05:42:00.,-60,91,-38,42,104.5
2020-02-15 05:43:00.,-59,91,-39,39,104
2020-02-15 05:44:00.,-58,93,-37,43,105
2020-02-15 05:45:00.,-56,92,-37,44,105
2020-02-15 05:46:00.,-57,91,-39,39,104
2020-02-15 05:47:00.,-60,91,-39,40,104.5
2020-02-15 05:48:00.,-56,92,-38,41,104.5
2020-02-15 05:49:00.,-57,94,-35,43,103.5
2020-02-15 05:50:00.,-50,99,-32,53,108
2020-02-15 05:51:00.,-43,101,-29,56,107.5
2020-02-15 05:52:00.,-58,93,-36,40,102.5
2020-02-15 05:53:00.,-60,93,-37,43,105
2020-02-15 05:54:00.,-66,90,-40,20,95
2020-02-15 05:55:00.,-59,90,-40,37,103.5
2020-02-15 05:56:00.,-61,91,-39,42,105.5
2020-02-15 05:57:00.,-55,92,-38,44,106
2020-02-15 05:58:00.,-61,91,-39,41,105
2020-02-15 05:59:00.,-55,92,-39,43,106.5
2020-02-15 06:00:00.,-58,91,-39,39,104
2020-02-15 06:01:00.,-63,93,-37,48,107.5
2020-02-15 06:02:00.,-61,91,-40,42,106.5
2020-02-15 06:03:00.,-59,91,-40,39,105
2020-02-15 06:04:00.,-60,91,-39,43,106
2020-02-15 06:05:00.,-59,91,-39,42,105.5
2020-02-15 06:06:00.,-59,90,-40,41,105.5
2020-02-15 06:07:00.,-60,91,-39,43,106
2020-02-15 06:08:00.,-63,90,-41,23,97.5
2020-02-15 06:09:00.,-58,91,-38,39,103
2020-02-15 06:10:00.,-63,90,-43,48,112
2020-02-15 06:11:00.,-58,91,-43,38,107.5
2020-02-15 06:12:00.,-60,90,-42,39,106.5
2020-02-15 06:13:00.,-61,90,-41,41,106.5
2020-02-15 06:14:00.,-54,93,-39,46,108.5
2020-02-15 06:15:00.,-61,91,-42,41,108
2020-02-15 06:16:00.,-60,91,-41,42,107.5
2020-02-15 06:17:00.,-56,91,-41,42,107.5
2020-02-15 06:18:00.,-58,91,-41,40,106.5
2020-02-15 06:19:00.,-57,91,-41,41,107
2020-02-15 06:20:00.,-59,90,-42,38,106
2020-02-15 06:21:00.,-60,91,-41,41,107
2020-02-15 06:22:00.,-56,91,-41,41,107
2020-02-15 06:23:00.,-60,90,-43,38,107
2020-02-15 06:24:00.,-61,90,-42,41,107.5
2020-02-15 06:25:00.,-53,95,-39,46,109.5
2020-02-15 06:26:00.,-57,91,-41,40,106.5
2020-02-15 06:27:00.,-53,94,-38,49,109.5
2020-02-15 06:28:00.,-58,91,-42,40,107.5
2020-02-15 06:29:00.,-60,90,-43,39,107.5
2020-02-15 06:30:00.,-55,92,-41,43,108.5
2020-02-15 06:31:00.,-58,91,-39,39,104
2020-02-15 06:32:00.,-56,92,-39,43,106.5
2020-02-15 06:33:00.,-58,92,26,43,41.5
2020-02-15 06:34:00.,-59,103,36,53,42
2020-02-15 06:35:00.,-58,93,27,42,40.5
2020-02-15 06:36:00.,-57,89,22,42,43.5
2020-02-15 06:37:00.,-59,91,-37,40,102.5
2020-02-15 06:38:00.,-41,111,-18,63,105
2020-02-15 06:39:00.,-45,102,-29,56,108
2020-02-15 06:40:00.,-46,102,-28,56,107
2020-02-15 06:41:00.,-42,96,-35,53,109.5
2020-02-15 06:42:00.,-57,95,-36,42,104.5
2020-02-15 06:43:00.,-54,106,-25,50,103
2020-02-15 06:44:00.,-60,93,-38,42,105.5
2020-02-15 06:45:00.,-59,90,-40,38,104
2020-02-15 06:46:00.,-59,90,-40,40,105
2020-02-15 06:47:00.,-60,90,-40,41,105.5
2020-02-15 06:48:00.,-59,92,26,52,46
2020-02-15 06:49:00.,-60,90,24,43,42.5
2020-02-15 06:50:00.,-60,88,21,40,43
2020-02-15 06:51:00.,-59,91,-41,42,107.5
2020-02-15 06:52:00.,-56,90,-38,44,105
2020-02-15 06:53:00.,-62,90,-37,41,102.5
2020-02-15 06:54:00.,-60,90,-39,41,104.5
2020-02-15 06:55:00.,-47,95,-33,51,106
2020-02-15 06:56:00.,-61,89,-40,40,104.5
2020-02-15 06:57:00.,-59,90,-39,41,104.5
2020-02-15 06:58:00.,-58,89,9,41,56
2020-02-15 06:59:00.,-60,44,-33,39,74.5
2020-02-15 07:00:00.,-38,118,-9,70,103
2020-02-15 07:01:00.,-53,95,-33,47,104
2020-02-15 07:02:00.,-56,91,-38,41,104
2020-02-15 07:03:00.,-59,90,-38,39,102.5
2020-02-15 07:04:00.,-55,90,-38,42,104
2020-02-15 07:05:00.,-59,88,-40,37,102.5
2020-02-15 07:06:00.,-48,91,-38,47,107
2020-02-15 07:07:00.,-54,89,-43,41,108
2020-02-15 07:08:00.,-65,85,-45,32,103.5
2020-02-15 07:09:00.,-51,102,-27,50,103
2020-02-15 07:10:00.,-30,96,-34,56,110
2020-02-15 07:11:00.,-60,89,-41,39,105
2020-02-15 07:12:00.,-59,88,-42,39,105.5
2020-02-15 07:13:00.,-56,88,-42,38,105
2020-02-15 07:14:00.,-59,88,-42,36,104
2020-02-15 07:15:00.,-30,92,-37,50,108
2020-02-15 07:16:00.,-55,89,-41,41,106
