Date,Open,High,Low,Close,Volume
2020-02-22 01:42:00.,-51,127,-14,67,111
2020-02-22 01:43:00.,-58,124,-16,63,109.5
2020-02-22 01:44:00.,-59,124,-19,62,112
2020-02-22 01:45:00.,-55,124,-22,60,114
2020-02-22 01:46:00.,-59,124,-21,64,115
2020-02-22 01:47:00.,-56,124,-20,61,112.5
2020-02-22 01:48:00.,-55,125,-18,61,111
2020-02-22 01:49:00.,-35,128,-16,71,115.5
2020-02-22 01:50:00.,-57,124,-22,59,113.5
2020-02-22 01:51:00.,-56,124,-21,60,113
2020-02-22 01:52:00.,-56,124,-21,64,115
2020-02-22 01:53:00.,-57,123,-22,61,114
2020-02-22 01:54:00.,-66,122,-24,56,113
2020-02-22 01:55:00.,-53,126,-19,66,115
2020-02-22 01:56:00.,-57,126,-19,64,114
2020-02-22 01:57:00.,-53,127,-19,64,114.5
2020-02-22 01:58:00.,-53,127,-19,68,116.5
2020-02-22 01:59:00.,-58,125,-20,64,114.5
2020-02-22 02:00:00.,-53,126,-22,64,117
2020-02-22 02:01:00.,-51,134,59,78,47
2020-02-22 02:02:00.,-59,117,49,61,40
2020-02-22 02:03:00.,-58,118,-29,59,117.5
2020-02-22 02:04:00.,-58,125,-21,64,115.5
2020-02-22 02:05:00.,-54,124,-19,61,111.5
2020-02-22 02:06:00.,-56,123,-22,63,115
2020-02-22 02:07:00.,-57,123,-25,62,117.5
2020-02-22 02:08:00.,-57,123,-24,59,115
2020-02-22 02:09:00.,-54,125,-23,65,118
2020-02-22 02:10:00.,-58,123,-24,62,116.5
2020-02-22 02:11:00.,-60,123,-23,60,114.5
2020-02-22 02:12:00.,-58,122,-25,58,115
2020-02-22 02:13:00.,-49,125,-21,69,118
2020-02-22 02:14:00.,-57,123,-22,60,113.5
2020-02-22 02:15:00.,-28,127,-19,72,118.5
2020-02-22 02:16:00.,-55,124,-19,65,113.5
2020-02-22 02:17:00.,-59,123,-20,62,112.5
2020-02-22 02:18:00.,-55,124,-19,62,112
2020-02-22 02:19:00.,-55,124,-20,64,114
2020-02-22 02:20:00.,-64,119,-24,61,114
2020-02-22 02:21:00.,-53,124,-19,66,114
2020-02-22 02:22:00.,-61,125,-20,67,116
2020-02-22 02:23:00.,-58,122,-21,61,112.5
2020-02-22 02:24:00.,-51,126,-18,66,114
2020-02-22 02:25:00.,-55,124,-20,65,114.5
2020-02-22 02:26:00.,-60,121,-23,60,113.5
2020-02-22 02:27:00.,-58,121,-23,45,106
2020-02-22 02:28:00.,-59,120,-23,61,113.5
2020-02-22 02:29:00.,-58,121,-26,57,115
2020-02-22 02:30:00.,-57,124,-23,60,115
2020-02-22 02:31:00.,-54,125,-19,66,114.5
2020-02-22 02:32:00.,-59,120,-22,60,112
2020-02-22 02:33:00.,-54,121,-21,64,113.5
2020-02-22 02:34:00.,-53,123,-19,66,113.5
2020-02-22 02:35:00.,-60,120,-24,61,114.5
2020-02-22 02:36:00.,-55,119,-26,58,114.5
2020-02-22 02:37:00.,-58,123,-25,62,117.5
2020-02-22 02:38:00.,-61,122,-24,60,115
2020-02-22 02:39:00.,-59,122,-21,60,112
2020-02-22 02:40:00.,-53,124,-19,66,114
2020-02-22 02:41:00.,-61,122,-19,70,115
2020-02-22 02:42:00.,-53,122,-21,63,113.5
2020-02-22 02:43:00.,-53,120,-26,61,116.5
2020-02-22 02:44:00.,-59,122,-26,61,117.5
2020-02-22 02:45:00.,-52,126,-20,65,115.5
2020-02-22 02:46:00.,-58,124,-20,65,114.5
2020-02-22 02:47:00.,-57,121,-22,62,113.5
2020-02-22 02:48:00.,-66,117,-28,44,108.5
2020-02-22 02:49:00.,-59,119,-25,61,115
2020-02-22 02:50:00.,-58,117,-28,54,113.5
2020-02-22 02:51:00.,-63,120,-29,60,119
2020-02-22 02:52:00.,-63,121,-28,59,118
2020-02-22 02:53:00.,-58,122,-26,58,116
2020-02-22 02:54:00.,-58,123,-25,63,118
2020-02-22 02:55:00.,-61,122,-27,58,117
2020-02-22 02:56:00.,-60,122,-27,58,117
2020-02-22 02:57:00.,-57,123,-24,62,116.5
2020-02-22 02:58:00.,-61,119,-28,57,116
2020-02-22 02:59:00.,-61,120,-27,50,112
2020-02-22 03:00:00.,-54,124,-25,64,119
2020-02-22 03:01:00.,-61,122,-28,59,118.5
2020-02-22 03:02:00.,-55,125,-20,63,114
2020-02-22 03:03:00.,-55,125,-24,63,118
2020-02-22 03:04:00.,-61,124,-24,61,116.5
2020-02-22 03:05:00.,-56,124,-23,59,114.5
2020-02-22 03:06:00.,-54,122,-27,62,119
2020-02-22 03:07:00.,-58,125,-27,62,120.5
2020-02-22 03:08:00.,-58,125,-26,59,118
2020-02-22 03:09:00.,-54,126,-23,64,118
2020-02-22 03:10:00.,-57,125,-23,62,116.5
2020-02-22 03:11:00.,-59,122,-26,59,116.5
2020-02-22 03:12:00.,-54,125,-24,63,118
2020-02-22 03:13:00.,-60,123,-28,60,119.5
2020-02-22 03:14:00.,-58,120,-29,57,117.5
2020-02-22 03:15:00.,-57,123,-30,60,121.5
2020-02-22 03:16:00.,-63,123,-28,61,120
2020-02-22 03:17:00.,-63,122,-24,69,119.5
2020-02-22 03:18:00.,-59,121,-27,60,117.5
2020-02-22 03:19:00.,-57,122,-27,62,119
2020-02-22 03:20:00.,-62,120,-31,55,118.5
2020-02-22 03:21:00.,-67,117,-31,43,111
2020-02-22 03:22:00.,-62,121,-29,59,119
2020-02-22 03:23:00.,-69,118,-32,54,118
2020-02-22 03:24:00.,-56,123,-27,59,118
2020-02-22 03:25:00.,-62,122,-28,60,119
2020-02-22 03:26:00.,-58,123,-27,58,117.5
2020-02-22 03:27:00.,-57,124,-27,58,118
2020-02-22 03:28:00.,-32,129,-22,75,124
2020-02-22 03:29:00.,-60,118,47,61,42.5
2020-02-22 03:30:00.,-56,117,47,58,40.5
2020-02-22 03:31:00.,-39,128,58,73,42.5
2020-02-22 03:32:00.,-58,115,45,60,42.5
2020-02-22 03:33:01.,-27,119,49,68,44.5
2020-02-22 03:34:00.,-63,110,-33,46,111
2020-02-22 03:35:00.,-55,116,-30,58,117
2020-02-22 03:36:00.,-61,117,-31,56,117.5
2020-02-22 03:37:00.,-56,119,-29,56,116.5
2020-02-22 03:38:00.,-59,118,-29,58,117
2020-02-22 03:39:00.,-62,117,-29,57,116
2020-02-22 03:40:00.,-59,117,-30,54,115.5
2020-02-22 03:41:00.,-59,112,43,45,35.5
2020-02-22 03:42:00.,-56,112,43,57,41.5
2020-02-22 03:43:00.,-55,110,41,56,42
2020-02-22 03:44:00.,-58,113,-33,52,115.5
2020-02-22 03:45:00.,-57,115,-32,56,117.5
2020-02-22 03:46:00.,-64,116,-30,60,118
2020-02-22 03:47:00.,-62,117,-31,55,117
2020-02-22 03:48:00.,-55,118,-29,60,118
2020-02-22 03:49:00.,-61,117,-30,57,117
2020-02-22 03:50:00.,-58,117,-30,55,116
2020-02-22 03:51:00.,-62,119,-30,43,111
2020-02-22 03:52:00.,-60,118,-28,59,116.5
2020-02-22 03:53:00.,-57,118,-29,56,116
2020-02-22 03:54:00.,-56,120,-26,61,116.5
2020-02-22 03:55:00.,-57,119,-30,59,119
2020-02-22 03:56:00.,-58,120,-31,58,120
2020-02-22 03:57:00.,-55,122,-27,62,119
2020-02-22 03:58:00.,-30,123,-25,68,120.5
2020-02-22 03:59:00.,-57,118,-30,57,117.5
2020-02-22 04:00:00.,-57,117,-30,56,116.5
2020-02-22 04:01:00.,-62,117,-32,57,119
2020-02-22 04:02:00.,-61,118,-31,54,117
2020-02-22 04:03:00.,-59,118,-31,58,119
2020-02-22 04:04:00.,-57,120,-28,61,118.5
2020-02-22 04:05:00.,-61,117,-31,57,118
2020-02-22 04:06:00.,-57,118,-30,57,117.5
2020-02-22 04:07:00.,-67,119,-29,64,120.5
2020-02-22 04:08:00.,-62,116,-33,55,118.5
2020-02-22 04:09:00.,-60,117,-31,54,116.5
2020-02-22 04:10:00.,-61,117,-31,57,118
2020-02-22 04:11:00.,-60,116,-31,57,117.5
2020-02-22 04:12:00.,-66,113,-34,52,116.5
2020-02-22 04:13:00.,-55,119,-30,60,119.5
2020-02-22 04:14:00.,-58,118,-30,57,117.5
2020-02-22 04:15:00.,-52,121,-27,64,119.5
2020-02-22 04:16:00.,-54,121,-28,63,120
2020-02-22 04:17:00.,-59,118,-31,58,119
2020-02-22 04:18:00.,-54,120,-28,62,119
2020-02-22 04:19:00.,-32,124,-26,66,121
2020-02-22 04:20:00.,-57,120,-30,57,118.5
2020-02-22 04:21:00.,-58,118,-31,56,118
2020-02-22 04:22:00.,-54,119,-31,60,120.5
2020-02-22 04:23:00.,-60,116,-33,54,118
2020-02-22 04:24:00.,-66,114,-34,57,119.5
2020-02-22 04:25:00.,-55,118,-32,59,120.5
2020-02-22 04:26:00.,-62,116,-32,56,118
2020-02-22 04:27:00.,-59,116,-33,55,118.5
2020-02-22 04:28:00.,-63,115,-33,56,118.5
2020-02-22 04:29:00.,-62,115,-34,55,119
2020-02-22 04:30:00.,-66,114,-34,61,121.5
2020-02-22 04:31:00.,-59,117,-32,54,117.5
2020-02-22 04:32:00.,-62,117,-32,57,119
2020-02-22 04:33:00.,-54,120,-28,59,117.5
2020-02-22 04:34:00.,-58,119,-30,57,118
2020-02-22 04:35:00.,-61,119,-31,60,120.5
2020-02-22 04:36:00.,-59,118,-30,56,117
2020-02-22 04:37:00.,-12,67,4,41,50
2020-02-22 04:38:00.,-207,56,-10,7,41.5
2020-02-22 04:39:00.,-4,105,47,83,47
2020-02-22 04:40:00.,-61,112,-32,52,114
2020-02-22 04:41:00.,-64,118,-35,57,122.5
2020-02-22 04:42:00.,-52,126,-25,64,120
2020-02-22 04:43:00.,-55,123,-27,64,120.5
2020-02-22 04:44:00.,-64,118,-34,58,122
2020-02-22 04:45:00.,-55,120,-31,57,119.5
2020-02-22 04:46:00.,-55,120,-32,61,122.5
2020-02-22 04:47:00.,-57,119,-33,57,121
2020-02-22 04:48:00.,-53,120,-32,61,122.5
2020-02-22 04:49:00.,-58,118,-33,57,120.5
2020-02-22 04:50:00.,-56,118,-34,56,121
2020-02-22 04:51:00.,27,123,-30,69,126
2020-02-22 04:52:00.,-59,119,-32,59,121
2020-02-22 04:53:00.,-54,119,-32,57,120
2020-02-22 04:54:00.,-58,117,-35,56,121.5
2020-02-22 04:55:00.,-57,117,-35,56,121.5
2020-02-22 04:56:00.,-54,116,-35,54,120
2020-02-22 04:57:00.,-59,116,-35,57,121.5
2020-02-22 04:58:00.,-58,117,-34,57,121
2020-02-22 04:59:00.,-54,118,-33,56,120
2020-02-22 05:00:00.,-56,118,-33,59,121.5
2020-02-22 05:01:00.,-56,118,-33,59,121.5
2020-02-22 05:02:00.,-54,117,-34,54,119.5
2020-02-22 05:03:00.,-57,117,-34,58,121.5
2020-02-22 05:04:00.,-58,117,-35,57,122
2020-02-22 05:05:00.,-54,118,-34,55,120.5
2020-02-22 05:06:00.,-53,118,-32,59,120.5
2020-02-22 05:07:00.,-57,115,-35,54,119.5
2020-02-22 05:08:00.,-57,114,-37,53,120.5
2020-02-22 05:09:00.,-51,117,-35,58,122.5
2020-02-22 05:10:00.,-49,120,-32,61,122.5
2020-02-22 05:11:00.,-56,114,-37,53,120.5
2020-02-22 05:12:00.,-53,116,-34,58,121
2020-02-22 05:13:00.,-57,114,-36,54,120
2020-02-22 05:14:00.,-55,116,-35,55,120.5
2020-02-22 05:15:00.,-53,116,-35,56,121
2020-02-22 05:16:00.,-58,115,-37,55,122
2020-02-22 05:17:00.,-63,114,-38,59,124.5
2020-02-22 05:18:00.,-54,115,-36,54,120.5
2020-02-22 05:19:00.,-53,110,41,56,42
2020-02-22 05:20:00.,-54,110,41,56,42
2020-02-22 05:21:00.,-54,106,-41,50,119
2020-02-22 05:22:00.,-56,113,-37,53,120
2020-02-22 05:23:00.,-53,115,-35,56,120.5
2020-02-22 05:24:00.,-52,117,-33,56,119.5
2020-02-22 05:25:00.,-57,115,-35,56,120.5
2020-02-22 05:26:00.,-62,113,-35,36,109.5
2020-02-22 05:27:00.,-56,115,-35,57,121
2020-02-22 05:28:00.,-55,115,-35,58,121.5
2020-02-22 05:29:00.,-56,115,-35,54,119.5
2020-02-22 05:30:00.,-53,115,-35,58,121.5
2020-02-22 05:31:00.,-29,118,-31,60,120
2020-02-22 05:32:00.,-54,114,-37,54,121
2020-02-22 05:33:00.,-55,113,-37,53,120
2020-02-22 05:34:00.,-58,111,-38,53,120
2020-02-22 05:35:00.,-56,112,-38,51,119.5
2020-02-22 05:36:00.,-55,111,-39,50,119.5
2020-02-22 05:37:00.,-56,112,-39,54,122
2020-02-22 05:38:00.,-63,111,-39,57,123
2020-02-22 05:39:00.,-55,113,-37,56,121.5
2020-02-22 05:40:00.,-54,115,-35,57,121
2020-02-22 05:41:00.,-58,113,-37,54,120.5
2020-02-22 05:42:00.,-55,114,-36,56,121
2020-02-22 05:43:00.,-50,116,-31,63,120.5
2020-02-22 05:44:00.,-60,113,-38,54,121.5
2020-02-22 05:45:00.,-57,114,-37,53,120.5
2020-02-22 05:46:00.,-55,115,-35,58,121.5
2020-02-22 05:47:00.,-58,113,-37,52,119.5
2020-02-22 05:48:00.,-55,114,-37,54,121
2020-02-22 05:49:00.,-55,114,-37,57,122.5
2020-02-22 05:50:00.,-57,114,-37,54,121
2020-02-22 05:51:00.,-53,115,-36,56,121.5
2020-02-22 05:52:00.,-58,114,-36,57,121.5
2020-02-22 05:53:00.,-58,114,-37,56,122
2020-02-22 05:54:00.,-64,109,-43,45,120
2020-02-22 05:55:00.,-54,114,-36,57,121.5
2020-02-22 05:56:00.,-60,112,-39,54,122
2020-02-22 05:57:00.,-58,111,-40,52,121.5
2020-02-22 05:58:00.,-61,112,-43,53,125.5
2020-02-22 05:59:00.,-61,112,-40,53,122.5
2020-02-22 06:00:00.,-57,112,-39,51,120.5
2020-02-22 06:01:00.,-45,115,-36,60,123.5
2020-02-22 06:02:00.,-57,112,-40,54,123
2020-02-22 06:03:00.,-60,111,-41,51,122
2020-02-22 06:04:00.,-55,112,-40,55,123.5
2020-02-22 06:05:00.,-60,110,-42,51,122.5
2020-02-22 06:06:00.,-57,111,-36,50,116.5
2020-02-22 06:07:00.,-56,113,-40,53,123
2020-02-22 06:08:00.,-65,114,-36,61,123.5
2020-02-22 06:09:00.,-54,113,-37,54,120.5
2020-02-22 06:10:00.,-54,114,-36,56,121
2020-02-22 06:11:00.,-58,113,-38,55,122
2020-02-22 06:12:00.,-56,113,-37,53,120
2020-02-22 06:13:00.,-56,115,-36,54,120.5
2020-02-22 06:14:00.,-56,115,-36,57,122
2020-02-22 06:15:00.,-57,113,-38,54,121.5
2020-02-22 06:16:00.,-55,115,-36,58,122.5
2020-02-22 06:17:00.,-60,112,-39,52,121
2020-02-22 06:18:00.,-60,112,-39,52,121
2020-02-22 06:19:00.,-55,113,-38,56,122.5
2020-02-22 06:20:00.,-58,113,-39,55,123
2020-02-22 06:21:00.,-61,111,-41,52,122.5
2020-02-22 06:22:00.,-57,113,-39,53,122
2020-02-22 06:23:00.,-61,112,-40,53,122.5
2020-02-22 06:24:00.,-62,111,-41,52,122.5
2020-02-22 06:25:00.,-58,113,-40,52,122.5
2020-02-22 06:26:00.,-61,112,-41,53,123.5
2020-02-22 06:27:00.,-60,112,-41,54,124
2020-02-22 06:28:00.,-59,112,-40,51,121.5
2020-02-22 06:29:00.,-60,113,42,58,43.5
2020-02-22 06:30:00.,-58,108,38,50,41
2020-02-22 06:31:00.,-55,107,38,55,43
2020-02-22 06:32:00.,-56,108,38,55,43.5
2020-02-22 06:33:00.,-56,108,39,56,43
2020-02-22 06:34:00.,-63,110,-40,34,112
2020-02-22 06:35:00.,-60,112,-39,54,122
2020-02-22 06:36:00.,-60,113,-39,55,123
2020-02-22 06:37:00.,-56,115,-36,55,121
2020-02-22 06:38:00.,-55,117,-35,60,123.5
2020-02-22 06:39:00.,-56,116,-35,55,120.5
2020-02-22 06:40:00.,-42,166,44,133,105.5
2020-02-22 06:41:00.,-60,110,-50,52,131
2020-02-22 06:42:00.,-54,106,-35,60,118
2020-02-22 06:43:00.,-55,115,-36,59,123
2020-02-22 06:44:00.,-60,112,-39,56,123
2020-02-22 06:45:00.,-56,113,-38,55,122
2020-02-22 06:46:00.,-60,112,-40,55,123.5
2020-02-22 06:47:00.,-64,110,-40,57,123.5
2020-02-22 06:48:00.,-58,111,-40,51,121
2020-02-22 06:49:00.,-58,111,-40,55,123
2020-02-22 06:50:00.,-60,111,-41,52,122.5
2020-02-22 06:51:00.,-59,111,-41,52,122.5
2020-02-22 06:52:00.,-54,112,-40,57,124.5
2020-02-22 06:53:00.,-60,110,-41,54,123
2020-02-22 06:54:00.,-65,107,-45,49,123
2020-02-22 06:55:00.,-55,112,-39,56,123
2020-02-22 06:56:00.,-60,112,-40,55,123.5
2020-02-22 06:57:00.,-57,112,-40,53,122.5
2020-02-22 06:58:00.,-58,110,41,57,42.5
2020-02-22 06:59:00.,-54,109,40,55,42
2020-02-22 07:00:00.,-59,110,-43,55,125.5
2020-02-22 07:01:00.,-57,111,-42,53,124
2020-02-22 07:02:00.,-54,113,-38,58,123.5
2020-02-22 07:03:00.,-58,111,-41,53,123
2020-02-22 07:04:00.,-56,111,-41,54,123.5
2020-02-22 07:05:00.,-62,110,-43,36,116
2020-02-22 07:06:00.,-60,110,-42,54,124
2020-02-22 07:07:00.,-66,108,-44,34,115
2020-02-22 07:08:00.,-58,111,-41,51,122
2020-02-22 07:09:00.,-59,110,-42,54,124
2020-02-22 07:10:00.,-58,110,-42,53,123.5
2020-02-22 07:11:00.,-55,112,-40,57,124.5
2020-02-22 07:12:00.,-57,114,-38,62,126
2020-02-22 07:13:00.,-60,110,-42,53,123.5
2020-02-22 07:14:00.,-56,111,-41,53,123
2020-02-22 07:15:00.,-61,110,-42,53,123.5
2020-02-22 07:16:00.,-57,111,-42,51,123
2020-02-22 07:17:00.,-58,111,-42,51,123
2020-02-22 07:18:00.,-59,112,-41,57,125.5
2020-02-22 07:19:00.,-66,112,-43,58,128
2020-02-22 07:20:00.,-55,113,-40,54,123.5
2020-02-22 07:21:00.,-56,114,-39,58,125
2020-02-22 07:22:00.,-57,113,-40,54,123.5
2020-02-22 07:23:00.,-51,117,-36,62,125.5
2020-02-22 07:24:00.,-49,117,-37,62,126.5
2020-02-22 07:25:00.,-56,114,-40,56,125
2020-02-22 07:26:00.,-60,113,-40,45,119
2020-02-22 07:27:00.,-53,116,-38,60,126
2020-02-22 07:28:00.,-58,113,-41,56,125.5
2020-02-22 07:29:00.,-53,110,-57,54,139
2020-02-22 07:30:00.,-58,122,-40,62,132
2020-02-22 07:31:00.,-67,118,-17,67,109.5
2020-02-22 07:32:00.,-57,112,-34,55,117.5
2020-02-22 07:33:00.,-56,115,-44,64,133.5
2020-02-22 07:34:00.,-59,112,-44,53,126.5
2020-02-22 07:35:00.,-59,112,-42,52,124
2020-02-22 07:36:00.,-56,113,-41,57,126
2020-02-22 07:37:00.,-63,109,-44,52,124.5
2020-02-22 07:38:00.,-70,107,-48,49,126
2020-02-22 07:39:00.,-64,108,-46,51,125.5
2020-02-22 07:40:00.,-59,113,-42,57,127
2020-02-22 07:41:00.,-56,114,-40,55,124.5
2020-02-22 07:42:00.,-59,113,-40,57,125
2020-02-22 07:43:00.,-58,114,-41,58,127
2020-02-22 07:44:00.,-57,113,-41,54,124.5
2020-02-22 07:45:00.,-55,114,-40,57,125.5
2020-02-22 07:46:00.,-58,113,-41,54,124.5
2020-02-22 07:47:01.,-65,110,-45,52,126
2020-02-22 07:48:00.,-56,113,-41,54,124.5
2020-02-22 07:49:00.,-56,113,-41,57,126
2020-02-22 07:50:00.,-57,112,-43,52,125
2020-02-22 07:51:00.,-55,112,-42,56,126
2020-02-22 07:52:00.,-55,111,-43,56,126.5
2020-02-22 07:53:00.,-65,114,-40,60,127
2020-02-22 07:54:00.,-55,112,-42,54,125
2020-02-22 07:55:00.,-59,115,-39,64,128.5
2020-02-22 07:56:00.,-60,110,-44,53,125.5
2020-02-22 07:57:00.,-55,115,-39,57,125
2020-02-22 07:58:00.,-53,113,-35,58,120.5
2020-02-22 07:59:00.,-58,111,-44,54,126.5
2020-02-22 08:00:00.,-60,110,-47,59,131.5
2020-02-22 08:01:00.,-55,112,-41,55,124.5
2020-02-22 08:02:00.,-61,111,-42,55,125
2020-02-22 08:03:00.,-58,111,-42,52,123.5
2020-02-22 08:04:00.,-55,112,-43,57,127.5
2020-02-22 08:05:00.,-58,112,-43,54,126
2020-02-22 08:06:00.,-57,110,-41,53,122.5
2020-02-22 08:07:00.,-28,117,-34,64,124.5
2020-02-22 08:08:00.,-57,111,-46,52,127.5
2020-02-22 08:09:00.,-53,114,-40,56,125
2020-02-22 08:10:00.,-52,115,-36,60,123.5
2020-02-22 08:11:00.,-58,112,-38,55,121.5
2020-02-22 08:12:00.,-58,112,-40,55,123.5
2020-02-22 08:13:00.,-54,112,-40,55,123.5
2020-02-22 08:14:00.,-55,114,-38,62,126
2020-02-22 08:15:00.,-56,111,-41,54,123.5
2020-02-22 08:16:00.,-56,111,-40,56,123.5
2020-02-22 08:17:00.,-63,107,-45,50,123.5
2020-02-22 08:18:00.,-63,106,-47,50,125
2020-02-22 08:19:00.,-61,108,-45,48,123
2020-02-22 08:20:00.,-319,81,-10,48,74.5
2020-02-22 08:21:00.,-58,110,-41,53,122.5
2020-02-22 08:22:00.,-58,112,-39,55,122.5
2020-02-22 08:23:00.,-26,123,-30,68,125.5
2020-02-22 08:24:00.,-58,112,-43,53,125.5
2020-02-22 08:25:00.,-58,112,-42,54,125
2020-02-22 08:26:00.,-63,110,-43,54,125
2020-02-22 08:27:00.,-61,110,-43,51,123.5
2020-02-22 08:28:00.,-61,111,-42,56,125.5
2020-02-22 08:29:00.,-57,112,-41,58,126
2020-02-22 08:30:00.,-60,112,-42,54,125
2020-02-22 08:31:00.,-56,113,-39,58,124.5
2020-02-22 08:32:00.,-60,110,-45,54,127
2020-02-22 08:33:00.,-60,107,-19,49,97
2020-02-22 08:34:00.,-56,107,39,54,41.5
2020-02-22 08:35:00.,-67,99,-49,38,117.5
2020-02-22 08:36:00.,-55,110,-45,56,128
2020-02-22 08:37:00.,-60,110,-42,52,123
2020-02-22 08:38:00.,-56,110,-41,55,123.5
2020-02-22 08:39:00.,-53,112,-39,58,124
2020-02-22 08:40:00.,-62,108,-46,52,126
2020-02-22 08:41:00.,-55,109,-48,53,129
2020-02-22 08:42:00.,-61,109,-47,51,127
2020-02-22 08:43:00.,-61,110,-44,51,124.5
2020-02-22 08:44:00.,-58,112,-42,56,126
2020-02-22 08:45:00.,-62,111,-43,53,125
2020-02-22 08:46:00.,-57,111,-43,57,127
2020-02-22 08:47:00.,-56,112,-42,58,127
2020-02-22 08:48:00.,-60,116,-39,66,130
2020-02-22 08:49:00.,-58,113,-41,54,124.5
2020-02-22 08:50:00.,-32,117,-37,67,129
2020-02-22 08:51:00.,-58,111,-42,56,125.5
2020-02-22 08:52:00.,-60,110,-44,52,125
2020-02-22 08:53:00.,-57,112,-42,57,126.5
2020-02-22 08:54:00.,-59,111,-43,54,125.5
2020-02-22 08:55:00.,-61,111,-43,62,129.5
2020-02-22 08:56:00.,-53,114,-44,59,130.5
2020-02-22 08:57:00.,-66,115,-41,64,130.5
2020-02-22 08:58:00.,-58,114,-42,57,127.5
2020-02-22 08:59:00.,-57,113,-42,54,125.5
2020-02-22 09:00:00.,-59,112,-43,56,127
2020-02-22 09:01:00.,-59,112,-44,52,126
2020-02-22 09:02:00.,-57,112,-44,54,127
2020-02-22 09:03:00.,-62,110,-49,54,131
2020-02-22 09:04:00.,-63,110,-49,56,132
2020-02-22 09:05:00.,-55,114,-42,59,128.5
2020-02-22 09:06:00.,-63,112,-43,54,126
2020-02-22 09:07:00.,-61,113,-43,55,127
2020-02-22 09:08:00.,-54,115,-41,58,127.5
2020-02-22 09:09:00.,-31,119,-37,70,131.5
2020-02-22 09:10:00.,-59,114,-41,58,127
2020-02-22 09:11:00.,-55,115,-41,56,126.5
2020-02-22 09:12:00.,-60,111,-46,54,128.5
2020-02-22 09:13:00.,-62,112,-44,56,128
2020-02-22 09:14:00.,-60,112,-44,53,126.5
2020-02-22 09:15:00.,-57,111,-44,56,127.5
2020-02-22 09:16:00.,-64,114,-43,59,129.5
2020-02-22 09:17:00.,-54,115,-40,61,128
